time,source,target,relativity
201702,7,203,0.25
201702,8,17,1.35
201702,8,38,0.23
201702,8,59,1.15
201702,8,104,0.675
201702,8,122,0.675
201702,8,130,1.45
201702,8,160,1.15
201702,8,163,1.45
201702,8,190,1.15
201702,8,194,1.45
201702,9,25,1.15
201702,9,27,1.15
201702,9,37,1.15
201702,9,57,1.15
201702,9,61,1.2
201702,9,65,1.15
201702,9,66,1.15
201702,9,68,1.15
201702,9,72,1.2
201702,9,128,1.15
201702,9,135,1.15
201702,9,144,1.15
201702,9,157,1.15
201702,9,159,1.2
201702,9,181,1.15
201702,9,201,1.15
201702,10,118,1.35
201702,10,168,0.23
201702,10,183,0.417
201702,10,193,0.23
201702,12,51,0.575
201702,12,54,0.575
201702,12,81,0.575
201702,12,90,2.35
201702,12,90,2.35
201702,12,94,0.575
201702,12,108,0.575
201702,12,108,0.575
201702,12,109,1.15
201702,12,117,0.575
201702,12,121,0.575
201702,12,126,0.575
201702,12,156,0.575
201702,12,170,0.575
201702,12,170,0.575
201702,12,180,1.775
201702,12,180,2.35
201702,12,184,0.575
201702,12,191,0.575
201702,13,13,1.65
201702,13,36,0.8
201702,13,112,0.8
201702,13,162,0.25
201702,13,23,1.35
201702,13,23,0.625
201702,13,36,0.8
201702,13,47,1.35
201702,13,50,1.35
201702,13,64,1.35
201702,13,69,1.35
201702,13,72,1.35
201702,13,72,1.35
201702,13,74,1.35
201702,13,81,0.625
201702,13,87,1.35
201702,13,90,1.35
201702,13,92,1.35
201702,13,108,1.35
201702,13,112,0.8
201702,13,119,1.35
201702,13,125,1.35
201702,13,129,1.35
201702,13,134,1.35
201702,13,138,1.35
201702,13,153,1.35
201702,13,153,0.625
201702,13,159,1.35
201702,13,159,1.35
201702,13,162,0.25
201702,13,172,1.35
201702,13,172,0.625
201702,13,180,1.35
201702,13,185,1.35
201702,13,196,1.35
201702,13,196,0.625
201702,13,202,1.35
201702,15,116,1.2
201702,15,168,0.35
201702,15,180,0.35
201702,15,183,0.575
201702,15,193,0.35
201702,15,199,0.575
201702,15,202,0.575
201702,15,202,0.575
201702,15,202,0.575
201702,17,104,0.675
201702,17,122,0.675
201702,18,24,1.2
201702,18,31,1.2
201702,18,31,1.2
201702,18,31,0.367
201702,18,33,1.2
201702,18,34,1.2
201702,18,62,0.367
201702,18,70,1.2
201702,18,72,0.6
201702,18,72,1.2
201702,18,72,0.367
201702,18,74,1.2
201702,18,74,1.2
201702,18,88,1.2
201702,18,131,1.2
201702,18,138,1.2
201702,18,147,1.2
201702,18,154,1.2
201702,18,164,1.2
201702,18,166,1.2
201702,18,192,1.2
201702,18,195,1.2
201702,18,200,1.2
201702,19,61,1.15
201702,19,87,1.2
201702,19,87,1.2
201702,19,114,1.2
201702,19,124,1.15
201702,21,123,0.35
201702,23,23,3.725
201702,23,28,1.35
201702,23,28,0.675
201702,23,47,1.35
201702,23,50,1.35
201702,23,64,1.35
201702,23,69,1.35
201702,23,72,1.35
201702,23,72,1.35
201702,23,74,1.35
201702,23,81,0.625
201702,23,87,1.35
201702,23,90,1.35
201702,23,92,1.35
201702,23,103,0.875
201702,23,108,1.35
201702,23,119,1.35
201702,23,123,0.35
201702,23,125,1.35
201702,23,129,1.35
201702,23,134,1.35
201702,23,138,1.35
201702,23,153,1.35
201702,23,153,0.625
201702,23,159,1.35
201702,23,159,1.35
201702,23,172,1.35
201702,23,172,0.625
201702,23,180,1.35
201702,23,185,1.35
201702,23,196,1.35
201702,23,196,0.625
201702,23,202,1.35
201702,23,28,1.35
201702,23,28,0.675
201702,23,31,1.15
201702,23,31,1.15
201702,23,47,0.625
201702,23,50,1.775
201702,23,64,0.625
201702,23,69,0.625
201702,23,72,0.625
201702,23,72,0.625
201702,23,74,0.625
201702,23,81,1.25
201702,23,87,0.625
201702,23,90,0.625
201702,23,92,1.775
201702,23,103,0.875
201702,23,108,0.625
201702,23,119,0.625
201702,23,123,0.35
201702,23,125,0.625
201702,23,129,1.775
201702,23,134,0.625
201702,23,138,0.625
201702,23,153,1.775
201702,23,153,1.25
201702,23,159,0.625
201702,23,159,0.625
201702,23,172,1.775
201702,23,172,1.25
201702,23,180,1.775
201702,23,185,1.775
201702,23,196,0.625
201702,23,196,1.25
201702,23,202,0.625
201702,24,25,1.2
201702,24,31,1.2
201702,24,31,1.2
201702,24,31,0.367
201702,24,34,1.2
201702,24,62,0.367
201702,24,70,1.2
201702,24,72,0.6
201702,24,72,1.2
201702,24,72,0.367
201702,24,74,1.2
201702,24,74,1.2
201702,24,88,1.2
201702,24,131,1.2
201702,24,138,1.2
201702,24,147,1.2
201702,24,154,1.2
201702,24,164,1.2
201702,24,166,1.2
201702,24,192,1.2
201702,24,195,1.2
201702,24,200,1.2
201702,25,27,1.15
201702,25,37,1.15
201702,25,57,1.15
201702,25,65,1.15
201702,25,66,1.15
201702,25,68,1.15
201702,25,75,0.367
201702,25,128,1.15
201702,25,135,1.15
201702,25,144,1.15
201702,25,157,1.15
201702,25,181,1.15
201702,25,188,0.383
201702,25,201,1.15
201702,27,37,1.15
201702,27,57,1.15
201702,27,65,1.15
201702,27,66,1.15
201702,27,68,1.15
201702,27,128,1.15
201702,27,135,1.15
201702,27,144,1.15
201702,27,157,1.15
201702,27,168,0.35
201702,27,181,1.15
201702,27,193,0.35
201702,27,195,1.2
201702,27,201,1.15
201702,28,28,1.925
201702,28,50,1.25
201702,28,171,1.25
201702,28,176,1.25
201702,28,185,0.625
201702,28,185,1.25
201702,28,50,1.25
201702,28,171,1.25
201702,28,176,1.25
201702,28,185,0.625
201702,28,185,1.25
201702,29,51,3.15
201702,29,53,0.24
201702,29,79,0.23
201702,29,118,0.24
201702,29,123,0.24
201702,29,155,0.85
201702,29,156,3.15
201702,29,203,0.85
201702,30,72,1.8
201702,30,72,1.8
201702,30,75,0.367
201702,30,135,1.8
201702,31,31,2.4
201702,31,31,0.367
201702,31,34,1.2
201702,31,62,0.367
201702,31,70,1.2
201702,31,72,0.6
201702,31,72,1.2
201702,31,72,0.367
201702,31,74,1.2
201702,31,74,1.2
201702,31,88,1.2
201702,31,131,1.2
201702,31,138,1.2
201702,31,147,1.2
201702,31,154,1.2
201702,31,164,1.2
201702,31,166,1.2
201702,31,175,1.2
201702,31,192,1.2
201702,31,195,1.2
201702,31,200,1.2
201702,31,31,1.517
201702,31,34,1.2
201702,31,50,1.15
201702,31,62,0.367
201702,31,70,1.2
201702,31,72,0.6
201702,31,72,1.2
201702,31,72,0.367
201702,31,74,1.2
201702,31,74,1.2
201702,31,88,1.2
201702,31,92,1.15
201702,31,129,1.15
201702,31,131,1.2
201702,31,138,1.2
201702,31,147,1.2
201702,31,153,1.15
201702,31,154,1.2
201702,31,164,1.2
201702,31,166,1.2
201702,31,172,1.15
201702,31,175,1.2
201702,31,180,1.15
201702,31,185,1.15
201702,31,192,1.2
201702,31,195,1.2
201702,31,200,1.2
201702,31,34,0.367
201702,31,35,1.25
201702,31,50,1.15
201702,31,69,1.25
201702,31,70,0.367
201702,31,72,0.367
201702,31,74,0.367
201702,31,74,0.367
201702,31,88,0.367
201702,31,92,1.15
201702,31,127,1.25
201702,31,129,1.15
201702,31,131,0.367
201702,31,138,0.367
201702,31,147,0.367
201702,31,153,1.15
201702,31,154,0.367
201702,31,164,0.367
201702,31,166,0.367
201702,31,172,1.15
201702,31,180,1.15
201702,31,185,1.15
201702,31,192,0.367
201702,31,195,0.367
201702,31,200,0.367
201702,32,45,1.25
201702,32,63,1.25
201702,32,84,1.25
201702,32,137,1.25
201702,32,168,1.2
201702,34,51,1.2
201702,34,62,0.367
201702,34,70,1.2
201702,34,72,0.6
201702,34,72,1.2
201702,34,72,0.367
201702,34,74,1.2
201702,34,74,1.2
201702,34,88,1.2
201702,34,131,1.2
201702,34,138,1.2
201702,34,147,1.2
201702,34,154,1.2
201702,34,164,1.2
201702,34,166,1.2
201702,34,192,1.2
201702,34,195,1.2
201702,34,200,1.2
201702,35,69,1.25
201702,35,127,1.25
201702,36,38,0.23
201702,36,112,1.6
201702,36,162,0.25
201702,36,165,0.367
201702,36,194,0.4
201702,37,57,1.15
201702,37,65,1.15
201702,37,66,1.15
201702,37,68,1.15
201702,37,74,1.2
201702,37,74,1.2
201702,37,74,1.2
201702,37,97,1.2
201702,37,128,1.15
201702,37,135,1.15
201702,37,144,1.15
201702,37,157,1.15
201702,37,181,1.15
201702,37,201,1.15
201702,38,59,0.23
201702,38,67,0.23
201702,38,96,0.23
201702,38,130,0.805
201702,38,134,0.23
201702,38,134,0.23
201702,38,139,0.23
201702,38,139,0.575
201702,38,160,0.23
201702,38,163,0.805
201702,38,165,0.23
201702,38,190,0.23
201702,38,194,0.805
201702,45,63,1.25
201702,45,84,1.25
201702,45,137,1.25
201702,45,192,1.2
201702,46,55,0.725
201702,47,47,3.05
201702,47,100,1.5
201702,47,100,1.5
201702,47,103,0.467
201702,47,123,0.35
201702,47,182,1.55
201702,47,50,1.35
201702,47,64,1.35
201702,47,69,1.35
201702,47,72,1.35
201702,47,72,1.35
201702,47,74,1.35
201702,47,81,0.625
201702,47,87,1.35
201702,47,90,1.35
201702,47,92,1.35
201702,47,100,1.5
201702,47,100,1.5
201702,47,103,0.467
201702,47,108,1.35
201702,47,119,1.35
201702,47,123,0.35
201702,47,125,1.35
201702,47,129,1.35
201702,47,134,1.35
201702,47,138,1.35
201702,47,153,1.35
201702,47,153,0.625
201702,47,159,1.35
201702,47,159,1.35
201702,47,172,1.35
201702,47,172,0.625
201702,47,180,1.35
201702,47,182,1.55
201702,47,185,1.35
201702,47,196,1.35
201702,47,196,0.625
201702,47,202,1.35
201702,50,64,1.35
201702,50,69,1.35
201702,50,72,1.35
201702,50,72,1.35
201702,50,74,1.35
201702,50,81,0.625
201702,50,87,1.35
201702,50,90,1.35
201702,50,92,2.5
201702,50,108,1.35
201702,50,119,1.35
201702,50,125,1.35
201702,50,129,2.5
201702,50,134,1.35
201702,50,138,1.35
201702,50,153,2.5
201702,50,153,0.625
201702,50,159,1.35
201702,50,159,1.35
201702,50,171,1.25
201702,50,172,2.5
201702,50,172,0.625
201702,50,176,1.25
201702,50,180,2.5
201702,50,185,0.625
201702,50,185,3.75
201702,50,196,1.35
201702,50,196,0.625
201702,50,202,1.35
201702,51,90,0.575
201702,51,90,0.575
201702,51,109,0.575
201702,51,155,0.85
201702,51,156,3.15
201702,51,180,0.575
201702,51,203,0.85
201702,53,118,1.2
201702,53,123,1.2
201702,54,90,0.575
201702,54,90,0.575
201702,54,109,0.575
201702,54,180,0.575
201702,55,82,0.725
201702,57,65,1.15
201702,57,66,1.15
201702,57,68,1.15
201702,57,128,1.15
201702,57,135,1.15
201702,57,144,1.15
201702,57,157,1.15
201702,57,181,1.15
201702,57,201,1.15
201702,59,96,1.35
201702,59,160,1.15
201702,59,165,1.35
201702,59,190,1.15
201702,60,119,0.725
201702,61,72,1.2
201702,61,124,1.15
201702,61,159,1.2
201702,62,70,0.367
201702,62,72,0.367
201702,62,74,0.367
201702,62,74,0.367
201702,62,88,0.367
201702,62,131,0.367
201702,62,138,0.367
201702,62,147,0.367
201702,62,154,0.367
201702,62,164,0.367
201702,62,166,0.367
201702,62,192,0.367
201702,62,195,0.367
201702,62,200,0.367
201702,63,70,1.2
201702,63,84,1.25
201702,63,137,1.25
201702,63,147,1.2
201702,64,69,1.35
201702,64,72,1.35
201702,64,72,1.35
201702,64,74,1.35
201702,64,81,0.625
201702,64,87,1.35
201702,64,90,1.35
201702,64,92,1.35
201702,64,108,1.35
201702,64,119,0.725
201702,64,119,0.725
201702,64,119,2.8
201702,64,125,1.35
201702,64,129,1.35
201702,64,134,1.35
201702,64,138,1.35
201702,64,153,1.35
201702,64,153,0.625
201702,64,159,1.35
201702,64,159,1.35
201702,64,172,1.35
201702,64,172,0.625
201702,64,180,1.35
201702,64,185,1.35
201702,64,196,1.35
201702,64,196,0.625
201702,64,202,1.35
201702,65,66,1.15
201702,65,68,1.15
201702,65,128,1.15
201702,65,131,1.2
201702,65,135,1.15
201702,65,144,1.15
201702,65,157,1.15
201702,65,181,1.15
201702,65,201,1.15
201702,66,68,1.15
201702,66,128,1.15
201702,66,135,1.15
201702,66,138,1.2
201702,66,144,1.15
201702,66,157,1.15
201702,66,181,1.15
201702,66,193,1.2
201702,66,201,1.15
201702,67,125,0.75
201702,67,134,1.5
201702,67,134,1.5
201702,67,190,1.5
201702,68,128,1.15
201702,68,135,1.15
201702,68,144,1.15
201702,68,157,1.15
201702,68,166,1.2
201702,68,181,1.15
201702,68,201,2.35
201702,68,186,1.15
201702,69,72,1.35
201702,69,72,1.35
201702,69,74,1.35
201702,69,81,0.625
201702,69,87,1.35
201702,69,90,1.35
201702,69,92,1.35
201702,69,108,1.35
201702,69,119,1.35
201702,69,125,1.35
201702,69,127,1.25
201702,69,129,1.35
201702,69,134,1.35
201702,69,138,1.35
201702,69,153,1.35
201702,69,153,0.625
201702,69,159,1.35
201702,69,159,1.35
201702,69,172,1.35
201702,69,172,0.625
201702,69,180,1.35
201702,69,185,1.35
201702,69,196,1.35
201702,69,196,0.625
201702,69,202,1.35
201702,70,72,0.6
201702,70,72,1.2
201702,70,72,0.367
201702,70,74,1.2
201702,70,74,1.2
201702,70,88,1.2
201702,70,131,1.2
201702,70,138,1.2
201702,70,147,2.4
201702,70,154,1.2
201702,70,164,1.2
201702,70,166,1.2
201702,70,192,1.2
201702,70,195,1.2
201702,70,200,1.2
201702,72,72,1.8
201702,72,74,0.6
201702,72,74,0.6
201702,72,88,0.6
201702,72,131,0.6
201702,72,135,1.2
201702,72,138,0.6
201702,72,147,0.6
201702,72,154,0.6
201702,72,164,0.6
201702,72,166,0.6
201702,72,192,0.6
201702,72,195,0.6
201702,72,200,0.6
201702,72,72,1.717
201702,72,74,1.2
201702,72,74,2.55
201702,72,81,0.625
201702,72,87,1.35
201702,72,88,1.2
201702,72,90,1.35
201702,72,92,1.35
201702,72,108,1.35
201702,72,119,1.35
201702,72,125,1.35
201702,72,129,1.35
201702,72,131,1.2
201702,72,134,1.35
201702,72,135,1.2
201702,72,138,1.2
201702,72,138,1.35
201702,72,147,1.2
201702,72,153,1.35
201702,72,153,0.625
201702,72,154,1.2
201702,72,159,1.35
201702,72,159,1.35
201702,72,164,1.2
201702,72,166,1.2
201702,72,172,1.35
201702,72,172,0.625
201702,72,180,1.35
201702,72,185,1.35
201702,72,192,1.2
201702,72,195,1.2
201702,72,196,1.35
201702,72,196,0.625
201702,72,200,1.2
201702,72,202,1.35
201702,72,74,0.367
201702,72,74,1.717
201702,72,81,0.625
201702,72,87,1.35
201702,72,88,0.367
201702,72,90,1.35
201702,72,92,1.35
201702,72,108,1.35
201702,72,119,1.35
201702,72,125,1.35
201702,72,129,1.35
201702,72,131,0.367
201702,72,134,1.35
201702,72,138,0.367
201702,72,138,1.35
201702,72,147,0.367
201702,72,153,1.35
201702,72,153,0.625
201702,72,154,0.367
201702,72,159,2.55
201702,72,159,1.35
201702,72,164,0.367
201702,72,166,0.367
201702,72,172,1.35
201702,72,172,0.625
201702,72,180,1.35
201702,72,185,1.35
201702,72,192,0.367
201702,72,195,0.367
201702,72,196,1.35
201702,72,196,0.625
201702,72,200,0.367
201702,72,202,1.35
201702,74,74,1.2
201702,74,74,1.2
201702,74,97,1.2
201702,74,74,2.4
201702,74,88,1.2
201702,74,97,1.2
201702,74,131,1.2
201702,74,138,1.2
201702,74,147,1.2
201702,74,154,1.2
201702,74,164,1.2
201702,74,166,1.2
201702,74,192,1.2
201702,74,195,1.2
201702,74,200,1.2
201702,74,81,0.625
201702,74,87,1.35
201702,74,88,1.2
201702,74,90,1.35
201702,74,92,1.35
201702,74,97,1.2
201702,74,108,1.35
201702,74,119,1.35
201702,74,125,1.35
201702,74,129,1.35
201702,74,131,1.2
201702,74,134,1.35
201702,74,138,1.2
201702,74,138,1.35
201702,74,147,1.2
201702,74,153,1.35
201702,74,153,0.625
201702,74,154,1.2
201702,74,159,1.35
201702,74,159,1.35
201702,74,164,1.2
201702,74,166,1.2
201702,74,172,1.35
201702,74,172,0.625
201702,74,180,1.35
201702,74,185,1.35
201702,74,192,1.2
201702,74,195,1.2
201702,74,196,1.35
201702,74,196,0.625
201702,74,200,1.2
201702,74,202,1.35
201702,75,121,1.2
201702,75,154,1.2
201702,75,188,0.367
201702,77,110,0.24
201702,77,95,1.3
201702,77,197,1.3
201702,79,102,0.23
201702,79,148,0.575
201702,81,87,0.625
201702,81,90,0.575
201702,81,90,1.2
201702,81,92,0.625
201702,81,108,0.625
201702,81,109,0.575
201702,81,119,0.625
201702,81,125,0.625
201702,81,129,0.625
201702,81,134,0.625
201702,81,138,0.625
201702,81,153,0.625
201702,81,153,1.25
201702,81,159,0.625
201702,81,159,0.625
201702,81,172,0.625
201702,81,172,1.25
201702,81,180,1.2
201702,81,185,0.625
201702,81,196,0.625
201702,81,196,1.25
201702,81,202,0.625
201702,83,110,0.24
201702,83,145,0.95
201702,84,88,1.2
201702,84,137,1.25
201702,86,111,1.15
201702,86,136,1.15
201702,87,87,1.2
201702,87,114,1.2
201702,87,90,1.35
201702,87,92,1.35
201702,87,108,1.35
201702,87,114,1.2
201702,87,119,1.35
201702,87,125,1.35
201702,87,129,1.35
201702,87,134,1.35
201702,87,138,1.35
201702,87,153,1.35
201702,87,153,0.625
201702,87,159,1.35
201702,87,159,1.35
201702,87,172,1.35
201702,87,172,0.625
201702,87,180,1.35
201702,87,185,1.35
201702,87,196,1.35
201702,87,196,0.625
201702,87,202,1.35
201702,88,131,1.2
201702,88,138,1.2
201702,88,147,1.2
201702,88,154,1.2
201702,88,164,1.2
201702,88,166,1.2
201702,88,192,1.2
201702,88,195,1.2
201702,88,200,1.2
201702,90,90,5.85
201702,90,94,0.575
201702,90,108,0.575
201702,90,108,0.575
201702,90,109,1.15
201702,90,116,1.65
201702,90,116,0.825
201702,90,117,0.575
201702,90,121,0.575
201702,90,123,1.05
201702,90,126,0.575
201702,90,156,0.575
201702,90,170,0.575
201702,90,170,0.575
201702,90,180,1.775
201702,90,180,2.35
201702,90,184,0.575
201702,90,191,0.575
201702,90,92,1.35
201702,90,94,0.575
201702,90,108,1.925
201702,90,108,0.575
201702,90,109,1.15
201702,90,116,1.65
201702,90,116,0.825
201702,90,117,0.575
201702,90,119,1.35
201702,90,121,0.575
201702,90,123,0.7
201702,90,125,1.35
201702,90,126,0.575
201702,90,129,1.35
201702,90,134,1.35
201702,90,138,1.35
201702,90,153,1.35
201702,90,153,0.625
201702,90,156,0.575
201702,90,159,1.35
201702,90,159,1.35
201702,90,170,0.575
201702,90,170,0.575
201702,90,172,1.35
201702,90,172,0.625
201702,90,180,1.775
201702,90,180,3.7
201702,90,184,0.575
201702,90,185,1.35
201702,90,191,0.575
201702,90,196,1.35
201702,90,196,0.625
201702,90,202,1.35
201702,92,92,3.95
201702,92,153,1.45
201702,92,108,1.35
201702,92,119,1.35
201702,92,125,1.35
201702,92,129,2.5
201702,92,134,1.35
201702,92,138,1.35
201702,92,153,2.5
201702,92,153,2.075
201702,92,159,1.35
201702,92,159,1.35
201702,92,172,2.5
201702,92,172,0.625
201702,92,180,2.5
201702,92,185,2.5
201702,92,196,1.35
201702,92,196,0.625
201702,92,202,1.35
201702,94,109,0.575
201702,94,156,0.85
201702,94,180,0.575
201702,95,197,1.3
201702,96,163,0.383
201702,96,165,1.35
201702,98,187,1.35
201702,100,100,1.5
201702,100,103,0.467
201702,100,103,0.467
201702,101,196,1.2
201702,102,119,1.8
201702,102,119,1.8
201702,102,119,1.8
201702,103,123,0.23
201702,108,108,1.3
201702,108,109,0.575
201702,108,119,1.35
201702,108,125,1.35
201702,108,129,1.35
201702,108,134,1.35
201702,108,138,1.35
201702,108,153,1.35
201702,108,153,0.625
201702,108,159,1.35
201702,108,159,1.35
201702,108,172,1.35
201702,108,172,0.625
201702,108,180,1.925
201702,108,185,1.35
201702,108,196,1.35
201702,108,196,0.625
201702,108,202,1.35
201702,108,109,0.575
201702,108,180,0.575
201702,109,117,0.575
201702,109,121,0.575
201702,109,126,0.575
201702,109,132,1.45
201702,109,156,0.575
201702,109,168,0.23
201702,109,170,0.575
201702,109,170,0.575
201702,109,180,1.25
201702,109,180,1.825
201702,109,184,0.575
201702,109,191,0.575
201702,109,193,0.23
201702,110,145,0.24
201702,110,148,0.367
201702,110,178,0.24
201702,111,136,1.15
201702,112,117,1.2
201702,112,162,0.25
201702,113,147,1.3
201702,116,116,0.575
201702,116,116,0.825
201702,116,123,0.35
201702,116,123,0.23
201702,116,151,1.35
201702,117,123,0.35
201702,117,158,1.75
201702,117,180,0.575
201702,118,123,1.2
201702,118,168,0.23
201702,118,183,0.417
201702,118,193,0.23
201702,119,119,3.35
201702,119,119,2.525
201702,119,119,2.525
201702,119,125,1.35
201702,119,129,1.35
201702,119,134,1.35
201702,119,138,1.35
201702,119,153,1.35
201702,119,153,0.625
201702,119,159,1.35
201702,119,159,1.35
201702,119,172,1.35
201702,119,172,0.625
201702,119,180,1.35
201702,119,185,1.35
201702,119,196,1.35
201702,119,196,0.625
201702,119,202,1.35
201702,121,142,0.65
201702,121,154,1.2
201702,121,180,0.575
201702,121,202,0.65
201702,121,202,0.65
201702,121,202,0.65
201702,123,126,0.35
201702,123,167,0.35
201702,123,170,0.35
201702,123,170,0.35
201702,123,172,0.35
201702,123,172,0.35
201702,123,176,0.7
201702,123,182,0.7
201702,123,185,0.35
201702,123,185,0.35
201702,123,191,0.35
201702,123,199,0.35
201702,124,138,1.2
201702,124,138,1.2
201702,125,129,1.35
201702,125,134,1.35
201702,125,138,1.35
201702,125,153,1.35
201702,125,153,0.625
201702,125,159,1.35
201702,125,159,1.35
201702,125,172,1.35
201702,125,172,0.625
201702,125,180,1.35
201702,125,185,1.35
201702,125,196,1.35
201702,125,196,0.625
201702,125,202,1.35
201702,126,180,0.575
201702,128,135,1.15
201702,128,144,1.15
201702,128,157,1.15
201702,128,181,1.15
201702,128,201,1.15
201702,129,129,0.625
201702,129,153,0.625
201702,129,134,1.35
201702,129,138,1.35
201702,129,153,3.75
201702,129,153,0.625
201702,129,159,1.35
201702,129,159,1.35
201702,129,172,2.5
201702,129,172,0.625
201702,129,180,2.5
201702,129,185,2.5
201702,129,196,1.35
201702,129,196,0.625
201702,129,202,1.35
201702,130,163,1.45
201702,130,194,1.45
201702,131,138,1.2
201702,131,147,1.2
201702,131,154,1.2
201702,131,164,1.2
201702,131,166,1.2
201702,131,192,1.2
201702,131,195,1.2
201702,131,200,1.2
201702,132,168,0.23
201702,132,180,0.675
201702,132,180,0.675
201702,132,193,0.23
201702,134,134,3.1
201702,134,190,1.5
201702,134,138,1.35
201702,134,153,1.35
201702,134,153,0.625
201702,134,159,1.35
201702,134,159,1.35
201702,134,172,1.35
201702,134,172,0.625
201702,134,180,1.35
201702,134,185,1.35
201702,134,190,1.5
201702,134,196,1.35
201702,134,196,0.625
201702,134,202,1.35
201702,135,144,1.15
201702,135,157,1.15
201702,135,181,1.15
201702,135,201,1.15
201702,137,200,1.2
201702,138,147,1.2
201702,138,154,1.2
201702,138,164,1.2
201702,138,166,1.2
201702,138,192,1.2
201702,138,193,1.2
201702,138,195,1.2
201702,138,200,1.2
201702,138,138,1.2
201702,138,153,1.35
201702,138,153,0.625
201702,138,159,1.35
201702,138,159,1.35
201702,138,172,1.35
201702,138,172,0.625
201702,138,180,1.35
201702,138,185,1.35
201702,138,196,1.35
201702,138,196,0.625
201702,138,202,1.35
201702,142,202,2.175
201702,142,202,2.125
201702,142,202,2.125
201702,144,157,1.15
201702,144,181,1.15
201702,144,201,1.15
201702,147,154,1.2
201702,147,164,1.2
201702,147,166,1.2
201702,147,192,1.2
201702,147,195,1.2
201702,147,200,1.2
201702,149,179,1.6
201702,152,172,1.25
201702,153,153,0.625
201702,153,159,1.35
201702,153,159,1.35
201702,153,172,2.5
201702,153,172,0.625
201702,153,180,2.5
201702,153,185,2.5
201702,153,196,1.35
201702,153,196,0.625
201702,153,202,1.35
201702,153,159,0.625
201702,153,159,0.625
201702,153,172,0.625
201702,153,172,1.25
201702,153,180,0.625
201702,153,185,0.625
201702,153,196,0.625
201702,153,196,1.25
201702,153,202,0.625
201702,154,164,1.2
201702,154,166,1.2
201702,154,192,1.2
201702,154,195,1.2
201702,154,200,1.2
201702,155,156,1.575
201702,155,203,5.35
201702,156,180,0.575
201702,156,203,1.575
201702,157,164,1.2
201702,157,181,1.15
201702,157,201,1.15
201702,159,159,1.35
201702,159,172,1.35
201702,159,172,0.625
201702,159,180,1.35
201702,159,185,1.35
201702,159,196,1.35
201702,159,196,0.625
201702,159,202,1.35
201702,159,172,1.35
201702,159,172,0.625
201702,159,180,1.35
201702,159,185,1.35
201702,159,196,1.35
201702,159,196,0.625
201702,159,202,1.35
201702,160,190,1.15
201702,161,161,0.575
201702,163,194,1.45
201702,164,166,1.2
201702,164,192,1.2
201702,164,195,1.2
201702,164,200,1.2
201702,165,194,0.367
201702,166,192,1.2
201702,166,195,1.2
201702,166,200,1.2
201702,166,201,1.2
201702,168,180,0.23
201702,168,180,0.23
201702,168,183,0.23
201702,168,193,1.15
201702,170,170,1.4
201702,170,180,0.575
201702,170,180,0.575
201702,171,176,1.25
201702,171,185,0.625
201702,171,185,1.25
201702,172,172,2.225
201702,172,180,2.5
201702,172,185,2.5
201702,172,196,1.35
201702,172,196,0.625
201702,172,202,1.35
201702,172,180,0.625
201702,172,185,0.625
201702,172,196,0.625
201702,172,196,1.25
201702,172,202,0.625
201702,173,174,1.3
201702,176,185,0.625
201702,176,185,1.25
201702,180,180,4.625
201702,180,193,0.23
201702,180,184,0.575
201702,180,185,2.5
201702,180,191,0.575
201702,180,193,0.23
201702,180,196,1.35
201702,180,196,0.625
201702,180,202,1.35
201702,181,188,0.6
201702,181,201,1.15
201702,183,199,1.25
201702,183,193,0.23
201702,185,185,2.425
201702,185,196,1.35
201702,185,196,0.625
201702,185,202,1.35
201702,192,195,1.2
201702,192,200,1.2
201702,195,200,1.2
201702,196,196,0.625
201702,196,202,1.35
201702,196,202,0.625
201702,202,202,3.325
201702,202,202,3.325
201702,202,202,4.15
201703,2,12,1.15
201703,2,51,0.575
201703,2,54,0.575
201703,2,81,0.575
201703,2,90,1.15
201703,2,90,1.15
201703,2,94,0.575
201703,2,108,0.575
201703,2,108,0.575
201703,2,109,1.15
201703,2,117,0.575
201703,2,121,0.575
201703,2,126,0.575
201703,2,156,0.575
201703,2,170,0.575
201703,2,180,0.575
201703,2,180,1.15
201703,2,184,0.575
201703,2,191,0.575
201703,2,48,0.45
201703,2,181,1.55
201703,3,123,0.35
201703,3,152,0.625
201703,3,172,0.625
201703,3,123,0.35
201703,3,152,0.625
201703,3,172,2.025
201703,4,31,1.2
201703,4,31,1.2
201703,4,175,1.2
201703,6,40,0.25
201703,7,29,0.25
201703,7,51,0.25
201703,7,64,2.975
201703,7,102,1.525
201703,7,119,2.25
201703,7,119,2.25
201703,7,119,2.975
201703,7,155,0.25
201703,7,156,0.5
201703,7,203,0.25
201703,8,17,1.35
201703,8,38,0.23
201703,8,59,1.15
201703,8,104,0.675
201703,8,122,0.675
201703,8,130,1.45
201703,8,160,1.15
201703,8,163,1.45
201703,8,190,1.15
201703,8,194,1.45
201703,9,25,1.15
201703,9,27,1.15
201703,9,37,1.15
201703,9,57,1.15
201703,9,57,1.15
201703,9,61,1.2
201703,9,65,1.15
201703,9,66,1.15
201703,9,72,1.2
201703,9,128,1.15
201703,9,135,1.15
201703,9,144,1.15
201703,9,144,1.15
201703,9,157,1.15
201703,9,159,1.2
201703,9,181,1.15
201703,9,201,1.15
201703,10,115,1.35
201703,10,118,1.35
201703,10,168,0.23
201703,10,183,0.417
201703,10,193,0.23
201703,12,51,0.575
